smiles,pka,marvin_pKa_type
COc1ccc(CCCN(C)C)cc1Cl,10.76,basic
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.881667,basic
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,8.66,basic
COc1ccc(CCN)cc1,9.79,basic
COc1ccc(CCN)cc1OC,9.87,basic
COc1ccc(CCNCC(O)COc2ccc(-c3ncco3)cc2)cc1OC,8.4,basic
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,8.4,basic
COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.87,basic
COc1ccc(CN)cc1,9.67,basic
COc1ccc(CN)cc1OC,9.39,basic
COc1ccc(CN=C(N)C(Cl)(Cl)Br)cc1,6.15,basic
COc1ccc(CN=C(N)C(Cl)(Cl)Cl)cc1,6,basic
COc1ccc(CNC(=O)N2[C@@H](C)c3ccncc3N(CCC(C)C)C[C@H]2C)cc1,6.4,basic
COc1ccc(CON)cc1,4.42,basic
COc1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1OC,9.2,basic
COc1ccc(C[C@H](C)N)cc1OC,9.6,basic
COc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.94,basic
COc1ccc(Cc2cc(=O)c3ccc(O)cc3o2)cc1,7.35,acidic
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,6.25,basic
COc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,3.95,acidic
COc1ccc(Cl)c2cccnc12,4.13,basic
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.3,acidic
COc1ccc(Cl)cc1S(=O)(=O)NC(=O)NC(C)C,5.65,acidic
COc1ccc(Cl)cc1S(=O)(=O)NC(=O)Nc1ccccc1,4.5,acidic
COc1ccc(Cl)cc1S(=O)(=O)NC(=S)NC(C)C,5.74,acidic
COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4)cc1,6.6,basic
COc1ccc(Cn2cc(-c3nn[nH]n3)c(=O)c3c(F)ccc(F)c32)cc1,5.4,acidic
COc1ccc(Cn2cc(C(=O)NC(C)=O)c(=O)c3c(F)ccc(F)c32)cc1,8,acidic
COc1ccc(Cn2cc(C(=O)NS(C)(=O)=O)c(=O)c3c(F)ccc(F)c32)cc1,4.5,acidic
COc1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)ccc(F)c32)cc1,6,acidic
COc1ccc(F)cc1C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,8.82,basic
COc1ccc(F)cc1S(=O)(=O)NC(=O)NC(C)C,5.52,acidic
COc1ccc(I)cc1C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,8.79,basic
COc1ccc(N(C)C)cc1,5.86,basic
COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,4.29,acidic
COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,4.31,acidic
COc1ccc(N)cc1,5.076667,basic
COc1ccc(N)cc1Br,4.09,basic
COc1ccc(N)cn1,4.24,basic
COc1ccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)cc1,7.51,basic
COc1ccc(N=C(N)c2cccs2)cc1CSC1CCCC1,8.1,basic
COc1ccc(NC(=O)C(C#N)=NO)cc1,5.08,acidic
COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1,3.12,acidic
COc1ccc(NC(=O)c2cn(C)c(O)c2O)cc1,5.84,acidic
COc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.26,acidic
COc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.99,acidic
COc1ccc(NC(=S)c2ccccc2)cc1,11.36,acidic
COc1ccc(NC(C)=S)cc1,11.96,acidic
COc1ccc(NC=S)cc1,11.74,acidic
COc1ccc(NCO)cc1,3.72,basic
COc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.88,acidic
COc1ccc(Nc2ccc(N)cc2)cc1,5.9,basic
COc1ccc(O)c(=O)cc1,7.75,acidic
COc1ccc(O)c(Br)c1,8.62,acidic
COc1ccc(O)c(C(=O)O)c1,3.9,acidic
COc1ccc(O)c(C)c1,10.16,acidic
COc1ccc(O)c(C=NNC(=S)Cc2ccccc2)c1,6.6,acidic
COc1ccc(O)cc1,10.24,acidic
COc1ccc(O)cc1Br,9.09,acidic
COc1ccc(O)cc1C,10.24,acidic
COc1ccc(OC(=O)N(C)CCN)cc1,8.9,basic
COc1ccc(OC(=O)NCCCN)cc1,9.6,basic
COc1ccc(OC(=O)NCCN)cc1,8.65,basic
COc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1,10.21,acidic
COc1ccc(OC)c(N)c1,3.72,basic
COc1ccc(OC)c(NC2=NCCN2)c1,10.15,basic
COc1ccc(OC)c2c1nc(C)n2C,6.12,basic
COc1ccc(OC)c2c1nc(CCl)n2C,4.1,basic
COc1ccc(OC)c2c1nc(CO)n2C,5.24,basic
COc1ccc(S(=O)(=O)CCN2CCCCC2)c(OC)c1OC,7.24,basic
COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC,4.89,basic
COc1ccc(S(=O)(=O)NCc2ccccc2)cc1,11.53,acidic
COc1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1,9.8,acidic
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,9.19,acidic
COc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,9.32,acidic
COc1ccc(S(=O)(=O)Nc2ccccc2)cc1,9.04,acidic
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,3.1,acidic
COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,6.32,acidic
COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,8.78,acidic
COc1ccc(S(N)(=O)=O)cc1,9.93,acidic
COc1ccc(S)cc1,6.76,acidic
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,7.976,basic
COc1ccc([C@@]2(F)C[C@@H]2N)cc1,7.5,basic
COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC,7.4,basic
COc1ccc([C@H]2CC2C(=O)O)cc1,4.62,acidic
COc1ccc2[nH]c3c(C)nccc3c2c1,7.09,basic
COc1ccc2[nH]c3c(c2c1)CCN=C3C,9.21,basic
COc1ccc2[nH]c3cc(Cl)ccc3c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1,6.52,acidic
COc1ccc2[nH]c3ccccc3c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1,7.1,acidic
COc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1,7.7,basic
COc1ccc2[nH]cc(CC(C)N)c2c1,10.3,basic
COc1ccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c2c1,7.705,acidic
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,5,acidic
COc1ccc2c(c1)C(O)N(C)C=C2,2.15,basic
COc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,9.09,acidic
COc1ccc2c(c1)CC(C)N2,6.2,basic
COc1ccc2c(c1)CCN2,6.1,basic
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,9.41,basic
COc1ccc2c(c1)N(CCN(C)C)CCO2,8.6,basic
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,9.195,basic
COc1ccc2c(c1)NCCN2,5.26,basic
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,9.185,basic
COc1ccc2c(c1)[nH]c1c(C)nccc12,7.615,basic
COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,4.07,acidic
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.415,acidic
COc1ccc2c(c1)c(CCN(C)C)cn2C,9.2,basic
COc1ccc2c(c1)nnn2O,5.07,acidic
COc1ccc2c(c1OC(C)=O)[C@]13CCN(C)[C@H](C2)[C@@H]1CC[C@H](OC)C3,9.31,basic
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1O,5.3,acidic
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,9.72,basic
COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,8.815,basic
COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.05,basic
COc1ccc2c3c1OC1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@@]314,8.6,basic
COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.83,basic
COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H]([C@@H]2O)N(C)CC[C@]314,9.41,basic
COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H]([C@H]2O)N(C)CC[C@]314,7.71,basic
COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@H](NCC[C@]314)[C@@H]2O,9.17,basic
COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@H](NCC[C@]314)[C@H]2O,8.72,basic
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,8.32,basic
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,8.161667,basic
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(CCC#N)CC[C@]314,5.68,basic
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,9.23,basic
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H]([C@H]2O)N(C)CC[C@@]341,7.12,basic
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.71,basic
COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.207,acidic
COc1ccc2cc(O)ccc2c1,9.64,acidic
COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,5,acidic
COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3,9.4,acidic
COc1ccc2ccc(S(=O)(=O)N(C)C3CCN(Cc4ccc5[nH]cnc(=N)c5c4)C3=O)cc2c1,5.3,basic
COc1ccc2ccc(S(=O)(=O)NC(CCCN=c3cccc[nH]3)C(=O)N3CCC(C)CC3)cc2c1,6.9,acidic
COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5[nH]c(=N)ccc5c4)C3=O)cc2c1,7.3,acidic
COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5cc[nH]c(=N)c5c4)C3=O)cc2c1,7.6,acidic
COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5ccc(=N)[nH]c5c4)C3=O)cc2c1,7.3,acidic
COc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,7.14,basic
COc1ccc2nc3ccccc3cc2c1,3.82,basic
COc1ccc2ncccc2c1,5.05,basic
COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,5.58,basic
COc1cccc(-c2cccc(C3(C)CCSC(=N)N3)c2)c1,7,basic
COc1cccc(-c2cccc(C3(C)COCC(=N)N3)c2)c1,9.8,basic
COc1cccc(-c2cccc(C3(C)CSCC(=N)N3)c2)c1,10.5,basic
COc1cccc(-c2cccc(C3(C)N=C(C)C(=N)N3)c2)c1,6.5,basic
COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,9.3,basic
COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,9.3,basic
COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,6.5,basic
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,6.9,basic
COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(=N)N3)c2)c1,5.7,basic
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(=N)N3)c2)c1,6,basic
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(N)=O)c3ccccc3)c2=O)c1F,7.65,basic
COc1cccc(-c2nc(-c3ccccc3)c[nH]2)c1,5.57,basic
COc1cccc(-c2nn[nH]n2)c1,3.91,acidic
COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)c1,10,basic
COc1cccc(/C=C/C(=O)O)c1,4.38,acidic
COc1cccc(/N=C/N(C)C)c1,8.6,basic
COc1cccc(=O)c(O)c1,7.24,acidic
COc1cccc(C(=N)c2ccccc2)c1,6.59,basic
COc1cccc(C(=O)CCN2CCOCC2)c1,7.1,basic
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.91,basic
COc1cccc(C(=O)NCCN2CCN(c3ccc(C#N)cc3)CC2)c1,6.41,basic
COc1cccc(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)c1,6.46,basic
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,6.19,basic
COc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1,6.71,basic
COc1cccc(C(=O)NCCN2CCN(c3noc4ccccc34)CC2)c1,6.24,basic
COc1cccc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC,8.91,basic
COc1cccc(C(=O)O)c1,4.06,acidic
COc1cccc(C(=O)O)c1C,3.72,acidic
COc1cccc(C)c1C(=O)O,3.46,acidic
COc1cccc(C2(O)CCCCC2CN(C)C)c1,9.023333,basic
COc1cccc(C2NCCS2)c1,5.12,basic
COc1cccc(C=O)c1O,7.91,acidic
COc1cccc(CC2CCCNC2)c1,9.9,basic
COc1cccc(CCC(=O)O)c1,4.65,acidic
COc1cccc(CN)c1OC,9.41,basic
COc1cccc(N)c1,4.23,basic
COc1cccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)c1,7.44,basic
COc1cccc(NS(=O)(=O)c2ccccc2)c1,7.95,acidic
COc1cccc(O)c1,9.51,acidic
COc1cccc(O)c1O,9.28,acidic
COc1cccc(O)n1,9.77,acidic
COc1cccc(OC)c1-c1nc2cccnc2[nH]1,11.26,acidic
COc1cccc(OC)c1O,10.09,acidic
COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(Cl)cc2OC)c1,3.8,acidic
COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,4.7,acidic
COc1cccc(S(N)(=O)=O)c1,9.39,acidic
COc1cccc(S)c1,6.39,acidic
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,9.85,basic
COc1cccc2c1-c1c(O)cccc1-2,9.15,acidic
COc1cccc2c1CN(C1CC3CCC(C1)N3Cc1ccccc1)C2=O,8.68,basic
COc1cccc2c1N=C(NCC(F)F)NC2C,10.2,basic
COc1cccc2c1[C@H](Oc1cc(C(=O)N(C)C)cn3c(C)c(C)nc13)[C@@H](O)C2,6.27,basic
COc1cccc2c1c(=NS(=O)(=O)c1ccc(C)c(F)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1,7.26,acidic
COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1,6.76,acidic
COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1,6.54,acidic
COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(C)=O)c1,6.6,acidic
COc1cccc2c1c(=NS(=O)(=O)c1cccc(Cl)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1,7.06,acidic
COc1cccc2c1c(=NS(=O)(=O)c1cccc(Cl)c1Cl)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1,6.82,acidic
COc1cccc2c1nc(C)c1ccn(-c3ccccc3C)c12,7.4,basic
COc1cccc2c3c(c(C)nc12)CCN3c1ccccc1C,9.5,basic
COc1cccc2ccc(C)nc12,5.69,basic
COc1cccc2cccnc12,4.88,basic
COc1ccccc(=O)c1O,8,acidic
COc1ccccc1-c1c[nH]nn1,8.99,acidic
COc1ccccc1-c1ccccc1O,10.4,acidic
COc1ccccc1/C=C/C(=O)O,4.57,acidic
COc1ccccc1/C=C\C(=O)O,4.27,acidic
COc1ccccc1C(=N)c1ccccc1,7.29,basic
COc1ccccc1C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,8.88,basic
COc1ccccc1C(=O)O,4.05,acidic
COc1ccccc1CCC(=O)O,4.8,acidic
COc1ccccc1N,4.51,basic
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3nonc3c2)CC1,7.78,basic
COc1ccccc1N1CCN(CCCNC(=O)c2ccc3nonc3c2)CC1,7.43,basic
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,7.1,basic
COc1ccccc1N1CCN(CCCn2c(-c3ccccc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.44,basic
COc1ccccc1N1CCN(CCCn2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,7.61,basic
COc1ccccc1N1CCN(CCCn2ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,8.19,basic
COc1ccccc1N=c1c2ccccc2[nH]c2ccc(C(C)C)c(NS(C)(=O)=O)c12,7.4,acidic
COc1ccccc1NC(=O)c1cn(-c2ccccc2)c(O)c1O,6.19,acidic
COc1ccccc1NC(=O)c1cn(C)c(O)c1O,6.08,acidic
COc1ccccc1O,9.8,acidic
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,9.59,basic
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,8.635,basic
COc1ccccc1Oc1c(OCCO)[nH]c(-c2ncccn2)nc1=NS(=O)(=O)c1ccc(C(C)(C)C)cc1,8.36,acidic
COc1ccccn1,3.2,basic
COc1cccnc1,4.89,basic
COc1ccnc2c1ccc1c(OC)ccnc12,6.45,basic
COc1ccnc2ccccc12,6.45,basic
COc1ccncc1,6.65,basic
COc1ccncn1,2.5,basic
COc1ccnnc1,3.7,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1,7.8,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3F)c2)cn1,7.6,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C4CC4)N=C(N)CO[C@@H]3F)c2)cn1,7.8,basic
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(=N)N3)c2)cn1,9,basic
COc1cnccc1C=O,4.45,basic
COc1cnnc2ccccc12,3.21,basic
COc1csc(C(=O)O)c1,3.41,acidic
COc1nc(-n2[nH]c(C)cc2=O)nc(C)c1C,7.64,acidic
COc1nc(=N)c2cnn(C)c2[nH]1,3.66,basic
COc1nc(=N)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1,3.2,basic
COc1nc(=O)cc(C)[nH]1,8.4,acidic
COc1nc(Cc2ccccc2)nc2c1CCNCC2,8.9,basic
COc1nc2ccccc2c2ccccc12,2.38,basic
COc1nc2cncnc2[nH]1,7.73,acidic
COc1nccc2ccccc12,3.05,basic
COc1ncnc2ccccc12,3.13,basic
COc1noc2c1CCNC2,7.1,basic
COc1noc2c1CN(C)CC2,6.6,basic
COc1noc2c1CN(Cc1ccccc1)CC2,6,basic
COc1noc2c1CNCC2,7.6,basic
CS(=N)(=O)c1ccc(Cl)cc1,2.3,basic
CS(=N)(=O)c1ccccc1,2.7,basic
CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,8.9,basic
CS(=O)(=O)NC(=O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.25,acidic
CS(=O)(=O)NC(=O)CCc1ccccc1,4.94,acidic
CS(=O)(=O)NC(=O)NCc1ccccc1,5.04,acidic
CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1,4.2,acidic
CS(=O)(=O)NC(=O)c1ccc(C(F)(F)F)cc1,3.2,acidic
CS(=O)(=O)NCc1ccccc1N=c1c2ccccc2[nH]c2ccccc12,7.17,acidic
CS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,8,acidic
CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccccc23)c(Cl)c1,6.34,acidic
CS(=O)(=O)Nc1ccccc1N=c1c2ccccc2[nH]c2ccccc12,6.86,acidic
CS(=O)(=O)Nn1c(=O)[nH]c2cc(Cl)ccc2c1=O,6.9,acidic
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,8.77,basic
CS(=O)(=O)c1ccc(-c2cnc(Br)n2-c2ccc(F)c(F)c2)cc1,4.05,basic
CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)N=c2cnc(C(O)CO)c[nH]2)cc1Cl,11.42,acidic
CS(=O)(=O)c1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1,9.1,basic
CS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.84,acidic
CS(=O)(=O)c1ccc(O)cc1,7.83,acidic
CS(=O)(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,10.25,acidic
CS(=O)Cc1ccccn1,3.1,basic
CS(=O)O,2.35,acidic
CS(=O)c1ccc(O)cc1,8.28,acidic
CS(=O)c1cccc(O)c1,8.75,acidic
CSC(=N)N,9.83,basic
CSC(=N)Nc1ccccc1,7.14,basic
CSC(=N)c1ccccc1,5.84,basic
CSC(=O)C1c2ccccc2-c2ccccc21,10.51,acidic
CSC(=S)N(C)CC(=O)O,2.98,acidic
CSC(C)=N,6.71,basic
CSC(C)C(=O)O,3.76,acidic
CSC1N=CCN1,5.95,basic
CSCC(=O)C=NO,8.16,acidic
CSCC(=O)O,3.67,acidic
CSCCN,9.41,basic
CSCc1cccc(CSC)n1,4.19,basic
CSCc1ccccn1,5.4,basic
CS[C@H]1CCC[C@@H]1N(C)C,8.85,basic
CSc1cc(C)ncn1,3.25,basic
CSc1cc2ccccc2cn1,3.41,basic
CSc1ccc(C(=O)O)cc1,4.23,acidic
CSc1ccc(N)c(Cl)c1,2.56,basic
CSc1ccc(N)c(I)c1,2.45,basic
CSc1ccc(N)cc1,4.4,basic
CSc1ccc(N)cc1Cl,3.38,basic
CSc1ccc(N)cc1I,3.44,basic
CSc1ccc(O)cc1,9.5,acidic
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,9.35,basic
CSc1ccc2ccccc2n1,3.71,basic
CSc1ccc2ncccc2c1,4.75,basic
CSc1cccc(N)c1,4.05,basic
CSc1cccc(O)c1,9.47,acidic
CSc1cccc2ncccc12,4.5,basic
CSc1ccccc1C(=O)O,3.89,acidic
CSc1ccccn1,3.62,basic
CSc1cccnc1,4.45,basic
CSc1ccnc2ccccc12,5.81,basic
CSc1ccncc1,5.97,basic
CSc1cnc2ccccc2c1,3.88,basic
CSc1n(-c2ccc(C)cc2)cc(C=NO)[n+]1C,9.04,acidic
CSc1n(-c2ccccc2)cc(C=NO)[n+]1C,9.3,acidic
CSc1nc(=N)c2[nH]cnc2[nH]1,3.1,basic
CSc1nccc2ccccc12,3.93,basic
CSc1nccn1C,5.95,basic
CSc1ncnc2[nH]ncc12,9.65,acidic
C[C@@H](C=C(c1ccccc1)c1ccccc1)N(C)C,9.26,basic
C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,8.31,basic
C[C@@H](CN)c1ccccc1,9.94,basic
C[C@@H](Cc1ccccc1)N(C)C,9.4,basic
C[C@@H](O)[C@H](CCC=O)O[C@H]1O[C@H](C)[C@@H](N(C)C)[C@H](O)[C@H]1O,7,basic
C[C@@H]([C@H](O)c1ccccc1)N(C)C,9.22,basic
C[C@@H](c1ccccc1)N(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.2,basic
C[C@@H]1CC1C(=O)O,5.03,acidic
C[C@@H]1CCCC(C(=O)O)C1,4.88,acidic
C[C@@H]1CCCCC1C(=O)O,5.04,acidic
C[C@@H]1CCCC[C@@H]1N,10.6,basic
C[C@@H]1CCC[C@H](N(C)C)C1,10.51,basic
C[C@@H]1CCN2CC=C[C@H]12,10.59,basic
C[C@@H]1CCN2CC[C@H](O)[C@H]12,10.92,basic
C[C@@H]1CN(C(=O)c2nc(=Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3[nH]2)CCN1,7.93,basic
C[C@@H]1C[C@H](OC(=O)c2ccccc2)CC(C)(C)N1,8.97,basic
C[C@@H]1N=C(NCC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,basic
C[C@@H]1N[C@@H]1C,5.34,basic
C[C@@H]1N[C@H]1C,5.33,basic
C[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9,acidic
C[C@@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,5.7,acidic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,9.7,basic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(=N)N1,7,basic
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(=N)N1,7.3,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(=N)N1,10.4,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(=N)N1,9.8,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(=N)N1,10.9,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(=N)N1,9,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(=N)N1,9.2,basic
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cc2ccccc2C(=N)N1,10.8,basic
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(=N)N1,9.7,basic
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(=N)N1,8.3,basic
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(=N)N1,9.6,basic
C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(=N)N1,6.4,basic
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,9.1,basic
