flag,smile,predict,true
train,C[C@@H](N)CC1CCCCCCC1,[10.440449714660645],[10.420000076293945]
train,CCOC(=O)c1ccccc1OCCn1ccnc1,[6.482154846191406],[6.489999771118164]
train,Cn1c(N)nc2c3cccnc3ccc21,[7.365838050842285],[7.329999923706055]
train,Oc1cccc2ncn(-c3ccccc3)c12,[5.4292192459106445],[5.590000152587891]
train,CC(=O)OCCSC(=S)n1ccnc1,[4.150851726531982],[4.130000114440918]
train,CCC(C)c1cc(Cl)c(O)c(CN)c1,[10.114886283874512],[10.0600004196167]
train,NCC(O)C1CCCC1,[9.569987297058105],[9.579999923706055]
train,CN(C)C(=O)c1ccccc1N,[2.8363707065582275],[2.8399999141693115]
train,CN(C)C1(COc2cncc(Br)c2)CC1,[8.807168006896973],[8.760000228881836]
train,CCOn1c(C)nc2ccc(Cl)cc21,[4.432120323181152],[4.46999979019165]
train,Cc1ccc(C2NCCS2)cc1,[7.6725287437438965],[7.730000019073486]
train,CN1CCCCC1/C=C1\CCCCC1=O,[8.228840827941895],[8.1899995803833]
train,CSc1ccc(OC/C(F)=C\CN)cc1,[9.617079734802246],[9.5600004196167]
train,C#CCNCc1ccccc1,[8.262351036071777],[8.270000457763672]
train,NCCCP(=O)(O)CN,[10.39435863494873],[10.3100004196167]
train,CCCOCCNC1=Nc2ccccc2C(C)N1,[10.831465721130371],[10.789999961853027]
train,CN(C)CCCNCC1CCOC(C)(C)C1,[10.524648666381836],[10.579999923706055]
train,Clc1ccc2ncc(N3CCNCC3)nc2c1,[8.79599666595459],[8.75]
train,CNCC12CC3(C)CC1CC3(C)C2,[10.585103988647461],[10.609999656677246]
train,CCOC(=O)Cc1csc(N(C)C)n1,[2.7147254943847656],[2.5999999046325684]
train,Cc1nc2ccccc2cc1NCCCC(C)O,[5.2928338050842285],[5.389999866485596]
train,CC(C)n1cnc2c(N(C)C)ncnc21,[3.5761492252349854],[3.490000009536743]
train,COc1cccc2c1CCCC2N,[9.452056884765625],[9.479999542236328]
train,OC1CCN(c2cnnc3ccccc23)CC1,[6.39823579788208],[6.210000038146973]
train,Cc1ccc(CNc2cnccn2)s1,[2.001727342605591],[2.009999990463257]
train,CC(C)Cc1cnc2nc(N)nc(N)c2n1,[2.659024238586426],[2.069999933242798]
train,NCCc1c[nH]c2cccc(F)c12,[9.79247760772705],[9.699999809265137]
train,O=C(Nc1nccs1)c1cccnc1Cl,[0.2197677195072174],[0.18000000715255737]
train,CC1CC(C)(C)NCc2ccccc21,[9.671917915344238],[9.710000038146973]
train,NC[C@H](N)C(=O)N1CCCCC1,[8.435750007629395],[8.390000343322754]
train,Cc1ccnc(C2COCCN2C)n1,[4.977688312530518],[4.909999847412109]
train,c1cncc(-n2cnc3ccccc32)c1,[5.464644908905029],[5.320000171661377]
train,OCC(O)C(O)C(O)C(O)C1NCCS1,[7.447591304779053],[7.480000019073486]
train,CN[C@]12CCCCC1Cc1ccccc12,[9.880399703979492],[9.880000114440918]
train,Cc1ccc(-c2nnc(S)n2C)cc1Cl,[1.5468418598175049],[1.5199999809265137]
train,Clc1ccc(N2CCC3(CCN3)C2)cn1,[9.93636417388916],[9.960000038146973]
train,CCCCc1ccc(C2CCCN2C)cn1,[8.490100860595703],[8.489999771118164]
train,C/C=C(\NC(=O)CN)C(=O)O,[8.216459274291992],[8.130000114440918]
train,CC(N)CC1CC=CCC1,[10.466151237487793],[10.420000076293945]
train,c1ccc2c(c1)CCCNC2,[9.521084785461426],[9.529999732971191]
train,NCCCP(=O)(O)CCC1CCCCO1,[10.28178596496582],[10.210000038146973]
train,O=C(COc1ccccc1)Nc1ncccn1,[1.2040880918502808],[1.75]
train,CN(C)/N=N/c1cccnc1,[2.6074302196502686],[2.5899999141693115]
train,N=C(N)NCc1ccc2c(c1)OCCO2,[11.898536682128906],[11.989999771118164]
train,CN1C=CSCC1=N,[10.042800903320312],[10.140000343322754]
train,CC(NC1=NCCO1)c1ccco1,[6.045445919036865],[6.130000114440918]
train,Cc1cc(O)nc(CN2CCOCC2)n1,[4.217239856719971],[4.269999980926514]
train,NCCCN1c2ccccc2CCc2ccccc21,[9.751391410827637],[9.619999885559082]
train,NC[C@H]1C[C@H]1C(=O)O,[10.324386596679688],[10.220000267028809]
train,Clc1ccc(CNCCCn2ccnc2)cc1Cl,[9.145478248596191],[9.199999809265137]
train,NC12CCCCC1CSc1ccccc12,[9.650790214538574],[9.680000305175781]
train,Nc1cccc2c1CNC2=O,[2.496274948120117],[2.380000114440918]
train,CC1COCCN1C(=O)NCCCn1ccnc1,[6.820254325866699],[6.789999961853027]
train,Oc1cccc(C=Nc2ccccc2)c1O,[1.6886520385742188],[1.7899999618530273]
train,Brc1ccc(OCCCCCCn2ccnc2)cc1,[6.533155918121338],[6.539999961853027]
train,CCOc1ccc(N=Cc2ccccc2O)cc1,[2.473634958267212],[2.4800000190734863]
train,Cc1cnc2ccc3ccccc3c2c1C,[5.4465861320495605],[5.449999809265137]
train,Cc1cnn(C(S)=NCc2ccco2)c1,[3.186643123626709],[3.1600000858306885]
train,Nc1cccc(P(=O)(O)O)c1,[3.846243381500244],[3.7300000190734863]
train,Nc1cccc(-c2cn3ccsc3n2)c1,[3.9556031227111816],[3.9100000858306885]
train,O=C(O)c1cccc2cn[nH]c12,[1.0644514560699463],[0.9200000166893005]
train,COc1ccc(-c2csc(C)n2)cc1,[2.629763126373291],[2.549999952316284]
train,c1ccc(NCc2ccco2)cc1,[3.1784300804138184],[3.130000114440918]
train,c1ccc2c(c1)CN1CCCC1CN2,[10.10410213470459],[10.220000267028809]
train,Cc1cc(Cl)cc(C)c1N=C1NCCN1,[10.761204719543457],[10.739999771118164]
train,O=C(NCc1ccncc1)Nc1ccccc1,[5.132317066192627],[5.019999980926514]
train,NCCNc1ccnc2cc(Cl)ccc12,[9.691486358642578],[9.619999885559082]
train,OCc1ccccc1CNCc1ccccc1,[8.212335586547852],[8.180000305175781]
train,c1cncc(O[C@H]2CCNC2)c1,[10.256962776184082],[10.260000228881836]
train,CC(=O)CC1CCCN1C,[9.377617835998535],[9.270000457763672]
train,CCCNCCc1ccccc1,[10.345606803894043],[10.34000015258789]
train,Oc1ccc(Cl)cc1CNCC1CCCO1,[9.645367622375488],[9.6899995803833]
train,CCOC(=O)N/N=C(\CC)NO,[2.1290628910064697],[1.9900000095367432]
train,Nc1nc(O)c2c(ncn2CC=O)n1,[2.3725054264068604],[2.25]
train,CCCCCCCc1nc2ccccc2[nH]1,[6.156191349029541],[6.179999828338623]
train,NC(C(=O)O)c1c(Cl)cnn1O,[7.133304119110107],[7.039999961853027]
train,CCc1nc(C)nc(NCc2ccccc2)n1,[5.46105432510376],[5.409999847412109]
train,CCCN1CCC=C(c2nnn(CC)n2)C1,[8.023727416992188],[8.0]
train,c1ccc2c(c1)CCN1CCNCC21,[9.02139663696289],[8.9399995803833]
train,CNCc1ccc(-c2cccnc2)s1,[9.381644248962402],[9.380000114440918]
train,Clc1ccc2c(c1)CN1CCCCCC1=N2,[8.570327758789062],[8.640000343322754]
train,Oc1ccccc1/C=N/Nc1nccnc1Cl,[2.917901039123535],[2.9700000286102295]
train,Nc1ccccc1OCCOCCOc1ccccc1N,[4.661411285400391],[4.579999923706055]
train,NCC(CC(=O)O)C(F)(F)C(F)F,[9.997426986694336],[10.050000190734863]
train,CN1CC=C(c2ccsc2)CC1,[8.088005065917969],[7.949999809265137]
train,c1ccc2c(c1)CNCO2,[7.074413776397705],[7.059999942779541]
train,C[C@@H]1Cc2ccccc2CN1,[9.177483558654785],[9.149999618530273]
train,CCCCNC(=O)Nc1ccccn1,[3.8558084964752197],[3.880000114440918]
train,CCOCCNc1[nH]c(C)nc2nccc1-2,[4.153319835662842],[4.179999828338623]
train,NCCc1c[nH]c(-c2ccc[nH]2)n1,[9.596342086791992],[9.569999694824219]
train,O=C(Nc1ccccn1)c1ccccc1Cl,[2.790841579437256],[2.690000057220459]
train,CCc1nc(CCNC(=O)C2CC2)sc1C,[3.006917953491211],[2.869999885559082]
train,S=C(NCc1cccnc1)c1ccccc1,[4.8085246086120605],[4.820000171661377]
train,Cc1ccccc1NC(=S)OCCc1ccccn1,[4.546468257904053],[4.510000228881836]
train,CN(C)c1csc2c(=O)[nH]cnc12,[0.5487014055252075],[0.6200000047683716]
train,Clc1ccccc1CNCc1ccncc1,[7.547292709350586],[7.489999771118164]
train,C=CCNC1CCc2ccc(O)cc2C1(C)C,[9.490096092224121],[9.550000190734863]
train,Cc1cc(C)nc(NC2=NCCS2)n1,[2.8301568031311035],[2.880000114440918]
train,O=C(O)c1cnn(-c2ccccn2)c1,[0.9940809011459351],[0.949999988079071]
train,NCCCCN1CCN(c2ccccc2)CC1,[10.204191207885742],[10.220000267028809]
train,Cc1nc2c(N)ncnc2n1Cc1ccccc1,[3.7548775672912598],[3.640000104904175]
train,c1cncc(OC[C@@H]2CCN2)c1,[9.833169937133789],[9.779999732971191]
train,COc1ccc(N2CC3CC2CN3)cn1,[9.671207427978516],[9.6899995803833]
train,CCNc1ccccc1CN,[8.844091415405273],[8.869999885559082]
train,Cc1ccc(C2NCCc3ccccc32)cc1,[8.518301010131836],[8.5]
train,CCCCCn1cc(CC(=O)O)nn1,[0.074946328997612],[0.17000000178813934]
train,CCC(=N\NC(N)=S)/C(C)=N/O,[1.6275321245193481],[1.6100000143051147]
train,CC(=O)N1CCc2ccc(N)cc21,[3.9472579956054688],[3.880000114440918]
train,CNc1ccc(Sc2ccccc2)cc1,[4.408298492431641],[4.46999979019165]
train,CCN(CCCl)Cc1ccc(OC)cc1,[7.804694652557373],[7.840000152587891]
train,Oc1nc2cncnc2nc1O,[2.463010549545288],[2.4800000190734863]
train,COc1ccccc1C1(O)CCNCC1,[9.366986274719238],[9.359999656677246]
train,CNCC(O)c1cccc(O)c1F,[9.433749198913574],[9.350000381469727]
train,Cc1cnccc1-c1cnc(O)c(C#N)c1,[5.286611557006836],[5.300000190734863]
train,Cn1cc(C(N)=O)c2c(N)ncnc21,[5.634551525115967],[5.610000133514404]
train,COc1ccc(CCN)cc1O,[9.63160514831543],[9.579999923706055]
train,CCCS/C(=N\C)Nc1cccc(F)c1,[6.64424467086792],[6.5]
train,Cn1cnc2c(NC3CCCC3)ncnc21,[3.6563632488250732],[3.6500000953674316]
train,COc1ccccc1C(=O)N1CCN=C1SC,[5.010166645050049],[5.03000020980835]
train,Oc1cccc2nc3c(O)cccc3nc12,[1.9047759771347046],[1.5499999523162842]
train,O=C(Nn1cnnc1)c1ccccc1F,[1.1657054424285889],[1.2000000476837158]
train,COc1ccc(SC)c(NCC2=NCCN2)c1,[9.344999313354492],[9.329999923706055]
train,CN(C)C1CCCc2ccccc2C1,[9.82491683959961],[9.770000457763672]
train,CNCc1ccccc1Sc1cccc(O)c1,[8.775581359863281],[8.75]
train,CCCc1nc2ccccc2n2cncc12,[6.763302326202393],[6.730000019073486]
train,NCCc1cc(F)c(F)cc1F,[9.650533676147461],[9.619999885559082]
train,C=C(c1cccs1)C(C)N,[9.227619171142578],[9.25]
train,OCCNc1ccc(Cl)cc1,[3.9020304679870605],[3.869999885559082]
train,CCCCCCCCCC1NC(C(=O)O)CS1,[7.598544597625732],[7.670000076293945]
train,C#CCCCC[n+]1ccc(/C=N/O)cc1,[2.1890616416931152],[2.0399999618530273]
train,S=C1NC=NC2N=CNC12,[5.048115253448486],[5.070000171661377]
train,Cc1cccc(-c2c[nH]nn2)c1,[0.07228727638721466],[0.10000000149011612]
train,O=C1NCC2(CCNCC2)N1,[9.971868515014648],[10.0]
train,NCc1c(-c2ccccc2)sc2ccccc12,[9.586576461791992],[9.539999961853027]
train,CC1CN(Cc2ccccc2Cl)CC(C)O1,[6.637917995452881],[6.590000152587891]
train,COc1ccc(-c2nc3ccccc3s2)cc1,[2.146240711212158],[2.0899999141693115]
train,CC1CCN(CC(=O)Nc2nccs2)CC1,[6.696455955505371],[6.53000020980835]
train,NCc1ccc(-c2cnco2)cc1,[9.196697235107422],[9.1899995803833]
train,Oc1cccc2cc(N3CCCC3)cnc12,[5.055669784545898],[5.070000171661377]
train,Nc1nnc2cncc(Cl)n12,[2.2952539920806885],[2.140000104904175]
train,Nc1ccc2ccc3cccc4ccc1c2c34,[3.9936864376068115],[3.9700000286102295]
train,O=C(NCCNc1ncccn1)N1CCCC1,[3.3528692722320557],[3.4100000858306885]
train,CC1(C)CO[C@H](CC(=O)O)CN1,[8.863646507263184],[8.869999885559082]
train,O=C(NCCN1CCOCC1)Nc1ccccc1,[6.1315836906433105],[6.179999828338623]
train,CC1=CN2CC(O)CN=C2C=C1,[8.373518943786621],[8.430000305175781]
train,CC(=O)c1cnc2ccc(C)cc2c1O,[2.1731019020080566],[2.119999885559082]
train,Cc1ccccc1/N=C(\N)NC1CCCCC1,[11.741097450256348],[11.890000343322754]
train,Nc1nccn2ccnc12,[3.783987522125244],[3.75]
train,Cc1cccc(Nc2cc(NCCO)ncn2)c1,[6.422739028930664],[6.349999904632568]
train,CN1CCN(CCCOc2ccccc2)CC1,[8.064533233642578],[8.130000114440918]
train,CCOc1cccnc1Sc1ccccc1,[2.7732157707214355],[2.75]
train,Cc1[nH]cnc1-c1ccncc1,[6.4876813888549805],[6.460000038146973]
train,NN(CC(=O)O)CP(=O)(O)O,[6.326598644256592],[6.289999961853027]
train,CCCCP(=O)(O)C1=CCC(N)C1,[10.396496772766113],[10.369999885559082]
train,Cc1cccc(C#Cc2ccccn2)n1,[3.7356882095336914],[3.759999990463257]
train,O=c1c2c(nc3n1CCCCC3)CCCC2,[2.698124885559082],[2.5999999046325684]
train,CCN(CC)CC1CCCc2c1ccc(O)c2O,[9.402358055114746],[9.359999656677246]
train,Cc1cc(C)c(O)c(N)c1,[4.947977542877197],[5.03000020980835]
train,CN(N)c1nnc(Cc2ccccc2)s1,[4.1132941246032715],[4.099999904632568]
train,Cc1nn2cnnc2c(O)c1Br,[0.3567209839820862],[0.5400000214576721]
train,Brc1cccc(OCCSc2ncccn2)c1,[2.763465166091919],[2.7699999809265137]
train,N#CC(C#N)=CNC(=S)c1ccncc1,[4.262162685394287],[4.329999923706055]
train,Cc1occc1-c1nnc(S)n1CC(C)C,[1.1990201473236084],[1.2200000286102295]
train,CC(=N)Nc1nnc(-c2ccccc2C)s1,[4.212199687957764],[4.210000038146973]
train,Oc1nc2ccccc2nc1N1CCNCC1,[8.699736595153809],[8.710000038146973]
train,CC1CCC(=O)N1CC#CCN(C)C,[7.998904705047607],[7.980000019073486]
train,O=C1CCc2cc(-n3ccnc3)ccc2N1,[6.095067501068115],[6.050000190734863]
train,CC(C)(C)c1ccnc(S)n1,[1.1579521894454956],[1.0499999523162842]
train,C#CCSc1cnc2ccccc2c1SCC#CCO,[3.9334640502929688],[3.819999933242798]
train,CCN1CN=C(S)N(c2ccccc2C)C1,[3.480738878250122],[3.5399999618530273]
train,CC(C)NC1CCCc2ccccc2C1,[10.483075141906738],[10.520000457763672]
train,C#Cc1cncc(C2CCCN2C)c1,[8.117297172546387],[8.15999984741211]
train,CC(=O)N1N=C(c2ccncc2)OC1C,[4.504485607147217],[4.449999809265137]
train,Nc1nc(O)c2ncn(C3CCCC3)c2n1,[0.9135516285896301],[0.8999999761581421]
train,CC(=O)Nc1ccc2c(c1)CNCC2,[8.746294975280762],[8.619999885559082]
train,Nc1ccc2c(c1)COc1ccccc1O2,[3.906189441680908],[3.9800000190734863]
train,O[C@H]1C=NC2(CC2)[C@H]1O,[4.719705104827881],[4.610000133514404]
train,O=C(O)CCC1C(=O)C2CCN1CC2,[7.630868434906006],[7.619999885559082]
train,CNc1nc(Cl)nc(NC(C)(C)C)n1,[4.218341827392578],[4.210000038146973]
train,NCCc1ccc(O)c(O)c1Cl,[9.705971717834473],[9.770000457763672]
train,Oc1cc(CSc2ccccn2)nc(O)n1,[3.338728666305542],[3.369999885559082]
train,C/N=C(/Cc1ccc2ccccc2c1)NC,[11.58360481262207],[11.680000305175781]
train,CC(C)COc1noc2c1CNCC2,[7.364639759063721],[7.300000190734863]
train,Nc1ccc(Cl)cc1N,[3.63523268699646],[3.5999999046325684]
train,CC(NCc1ccc(N)cc1)c1ccccc1,[8.72852611541748],[8.739999771118164]
train,CC(/C=N/NC(=N)N)=N/NC(=N)N,[9.06839656829834],[9.0600004196167]
train,Cc1[nH]c2ccc3ncccc3c2c1C,[3.2050907611846924],[2.9800000190734863]
train,C[C@H](CCN)C(=O)O,[10.226349830627441],[10.210000038146973]
train,O=C1N=C(CS)CC(C(=O)O)N1,[0.23397734761238098],[0.27000001072883606]
train,CCCCn1ncc(C2=CCCN(C)C2)n1,[7.503772258758545],[7.579999923706055]
train,CC1=C(n2ccnc2)CCC1=O,[6.057806491851807],[6.110000133514404]
train,O=C(O)CCNc1ccccc1,[6.0151801109313965],[5.900000095367432]
train,c1csc(CNCc2ccncc2)c1,[8.150816917419434],[8.149999618530273]
train,CC1(C)SCc2nc3ncccc3n21,[2.607348918914795],[2.5899999141693115]
train,NCCCNC(F)(F)CCCN,[10.379805564880371],[10.359999656677246]
train,Clc1ccc(C2C3CCC2CNC3)cc1,[10.1962251663208],[10.210000038146973]
train,C[C@@H](N)/C=C/C(=O)O,[9.885943412780762],[9.880000114440918]
train,Cc1ccnc(SCC(=O)NC2CC2)n1,[2.666818141937256],[2.609999895095825]
train,NC[C@H]1C[C@H]1c1c[nH]cn1,[10.011670112609863],[10.050000190734863]
train,O=C(O)C1CCC=N1,[6.130167007446289],[6.070000171661377]
train,Cn1nnc(C(O)CN2CCOCC2)n1,[5.515106678009033],[5.659999847412109]
train,NC1=NC(c2ccccc2)Cc2sccc21,[8.026185989379883],[8.199999809265137]
train,c1ccc2cc(NC3=NCCO3)ccc2c1,[4.842640399932861],[4.789999961853027]
train,CC(C)(C)N=c1cccccc1O,[5.8649773597717285],[5.760000228881836]
train,Cc1ccncc1C(=O)Nc1ccccn1,[4.4732441902160645],[4.53000020980835]
train,c1ccc2c(c1)CN1CCCCC1=N2,[8.930150032043457],[9.100000381469727]
train,C#CCN(C)[C@H](C)Cc1ccccc1,[8.659295082092285],[8.670000076293945]
train,CN1CCC[C@H]1CCSc1ccc(O)cc1,[9.681058883666992],[9.8100004196167]
train,CC(=O)Nc1cc(O)c2cccnc2n1,[0.04293566942214966],[0.05999999865889549]
train,CCc1cc(C)cc(N)n1,[8.03353214263916],[8.210000038146973]
train,NCCCNc1ncnc2[nH]cnc12,[9.513077735900879],[9.539999961853027]
train,NNc1ccc(-c2cccs2)nn1,[7.2397661209106445],[7.389999866485596]
train,CN(C)CCCN1CC(C(=O)O)CC1=O,[9.322266578674316],[9.300000190734863]
train,COC(=O)CN,[7.136415481567383],[7.090000152587891]
train,NNc1nc2ccccc2nc1Cc1ccccc1,[6.626380443572998],[6.960000038146973]
train,c1cncc(C2C3CCN2CC3)c1,[8.386248588562012],[8.34000015258789]
train,NC1=NC(c2ccco2)Cc2ccccc21,[8.878143310546875],[8.890000343322754]
train,Nc1ncnc2c1ncn2CCCCCl,[3.818051338195801],[3.809999942779541]
train,O=C(O)c1ccccc1C(=O)n1ccnc1,[2.371621608734131],[2.430000066757202]
train,CC(C)(C)c1ncc2cnnc(O)n12,[6.334397315979004],[6.360000133514404]
train,CSc1nc(C)cc(OCC#N)n1,[3.7320353984832764],[3.880000114440918]
train,Cc1sc(-c2ccccc2O)nc1C=O,[1.060294270515442],[1.0800000429153442]
train,Brc1cc(Br)cc(Cn2ccnc2)c1,[6.4496660232543945],[6.46999979019165]
train,CCCCOc1cccc2ccc(C)nc12,[3.585296154022217],[3.4600000381469727]
train,CN1CCN(c2ccccc2N)CC1,[7.826903820037842],[7.829999923706055]
train,CCOC(=O)CC(=O)c1ncccn1,[0.5410876274108887],[0.6499999761581421]
train,CCSc1nc2c(N)ncnc2[nH]1,[3.8978850841522217],[3.950000047683716]
train,Cc1ccnc2c1ccc1ccccc12,[4.399646759033203],[4.329999923706055]
train,CN(C)CCCc1ccc(O)cc1,[9.494658470153809],[9.569999694824219]
train,C=C(CN)c1ccco1,[8.83999252319336],[8.90999984741211]
train,O=C(O)/C=C\C(=O)Nc1ccccn1,[4.581845760345459],[4.599999904632568]
train,NCCC(N)C(=O)N1CCSC1,[9.574657440185547],[9.65999984741211]
train,c1ccc2c(N3CCNCC3)cccc2c1,[8.847306251525879],[8.869999885559082]
train,Oc1cccc(C=NNc2ccccn2)c1,[4.530905246734619],[4.769999980926514]
train,CCOCCN(N)c1nc2cc(OC)ccc2o1,[4.103460788726807],[4.090000152587891]
train,CC(Cc1cccs1)NCc1ccccc1,[9.498141288757324],[9.569999694824219]
train,CN1C(C)(C)C=CCC1(C)C,[10.40754222869873],[10.420000076293945]
train,CN(C)Cc1cnc2ccc(Cl)cn12,[7.574688911437988],[7.679999828338623]
train,NNC(=O)C(=O)Nc1ccc(O)cc1,[2.126523971557617],[2.240000009536743]
train,CN1CCCC1c1ccco1,[8.56413745880127],[8.59000015258789]
train,NCCCc1c[nH]c(N)n1,[10.04556941986084],[10.09000015258789]
train,N=C(N)NCCC(=O)NO,[12.131668090820312],[12.220000267028809]
train,N#Cc1ccccc1CSCCC(N)C(=O)O,[9.483027458190918],[9.5]
train,Fc1ccccc1N1CCNCC1,[8.804342269897461],[8.8100004196167]
train,CCOC(=O)NN=CC=NNC(=O)OCC,[0.23954692482948303],[0.3400000035762787]
train,c1cncc(C2N=NN=N2)c1,[4.684088230133057],[4.550000190734863]
train,Cc1ccc(SSc2nc[nH]n2)cc1,[0.435970664024353],[0.4399999976158142]
train,Oc1ccc(/C=N/n2cnnc2)cc1,[0.6195422410964966],[0.7599999904632568]
train,NC(Cc1ncccn1)C(=O)O,[9.065032005310059],[9.100000381469727]
train,CCCc1cc(C(N)=S)ccn1,[4.998849391937256],[4.96999979019165]
train,CN1CC=C(C2CCCCC2)CC1,[8.634617805480957],[8.65999984741211]
train,Cc1cc(O)nc(NCCO)n1,[2.4591970443725586],[2.390000104904175]
train,CCCNC(=N)Nc1ccc(N(C)C)cc1,[11.254959106445312],[11.239999771118164]
train,Cc1nc(N)c(C)c(C)c1O,[8.733433723449707],[8.850000381469727]
train,C[C@H](N)CC(=O)NCC(=O)O,[9.35974407196045],[9.350000381469727]
train,CN(CC#CCN1CCCC1)C(=O)CN,[8.516363143920898],[8.460000038146973]
train,Oc1cc(CSc2ccccc2)nc(S)n1,[0.23879826068878174],[0.3499999940395355]
train,Cc1nc(NCCO)c2cc[nH]c2n1,[7.721053123474121],[7.650000095367432]
train,O=C(c1ccccn1)N1CC2CNCC2C1,[11.105460166931152],[11.170000076293945]
train,Cc1ccnc(S)n1,[1.500741720199585],[1.3799999952316284]
train,CC(C)C[C@H](CN)CC(=O)O,[10.171018600463867],[10.229999542236328]
train,O=C1NC(=O)C(c2c[nH]cn2)N1,[5.97980260848999],[5.989999771118164]
train,N=C(N)Nc1csc2ncccc12,[9.565929412841797],[9.59000015258789]
train,c1ccc2nc(N3CCCCC3)ccc2c1,[5.623661518096924],[5.78000020980835]
train,N#CNC(=N)Nc1ccc(Cl)cc1,[2.947516679763794],[3.0]
train,CCCCCCCCCCCCCCn1ccnc1,[6.521732330322266],[6.539999961853027]
train,CC(C)(C)SC(=N)N,[10.553277015686035],[10.520000457763672]
train,CCOCCCNCc1ccc(OC)cc1,[9.295988082885742],[9.34000015258789]
train,CCCCOc1cscc1C1=CCCN(C)C1,[7.730417251586914],[7.75]
train,CCn1[nH]c2ccccc2c1=O,[2.210507392883301],[2.1600000858306885]
train,NC1=NCN(c2ccccn2)C(N)=N1,[7.93178129196167],[8.0]
train,Brc1ccc(C2CN3CCSC3=N2)cc1,[6.902985572814941],[6.980000019073486]
train,CC(Cc1ccccc1)NN,[5.6012420654296875],[5.650000095367432]
train,CCn1cc(NC(=O)NCC(C)O)cn1,[1.1387594938278198],[1.340000033378601]
train,Cn1cc(-c2cccc3nncn23)cn1,[2.192971706390381],[2.259999990463257]
train,CN(C)c1cncc(C(=O)O)c1,[6.593815803527832],[6.71999979019165]
train,CCN=C(S)Nn1cnc2ccccc21,[6.22576379776001],[6.360000133514404]
train,CCCCCCNCc1cccc(Br)c1,[9.447408676147461],[9.5]
train,CC1CCCC2(CCSC(N)=N2)O1,[5.969805717468262],[6.090000152587891]
train,CC(N)(COP(=O)(O)O)C(=O)O,[9.636526107788086],[9.640000343322754]
train,COc1cccc2c1CC/C2=N\NC(N)=S,[2.085937738418579],[2.0399999618530273]
train,O=C(NO)N/N=C/C1CC2C=CC1C2,[1.875651478767395],[1.8600000143051147]
train,O=C(CNCC1CCCO1)N1CCCCCC1,[8.435070037841797],[8.460000038146973]
train,C=C(CN)c1cccc(OC)c1,[9.138809204101562],[9.170000076293945]
train,N/C(=N\O)c1ccccc1O,[3.731516122817993],[3.9100000858306885]
train,CCCCCCNc1nc(O)c2[nH]cnc2n1,[2.1301777362823486],[2.2100000381469727]
train,Cc1cc(-c2sccc2C)cnc1C,[5.5731940269470215],[5.570000171661377]
train,C/C=C/c1cc(OC)c(OC)cc1N,[4.304498672485352],[4.400000095367432]
train,c1csc(CN2CCNCC2)c1,[9.237646102905273],[9.229999542236328]
train,Cc1ccc(C2CC=CCNC2)cc1Cl,[9.964315414428711],[9.979999542236328]
train,SC1=Nc2ccccc2SC1,[2.2333452701568604],[2.240000009536743]
train,NC(CC(=O)O)CP(=O)(O)O,[10.834901809692383],[10.800000190734863]
train,NC[C@@H]1OC(CO)C(O)C(O)C1O,[8.752304077148438],[8.800000190734863]
train,CN=C(S)Nc1cccc(C(=O)O)c1,[7.6251630783081055],[7.429999828338623]
train,CCC1(c2ccccc2)OCCC(CCN)O1,[10.076223373413086],[10.130000114440918]
train,CCn1ncc(C2=CCCN(C)C2)n1,[7.591457843780518],[7.579999923706055]
train,CNNCc1c[nH]c(=O)[nH]c1=O,[5.481146812438965],[5.46999979019165]
train,C[C@@]1(N)C[C@H]1c1ccccc1,[9.821610450744629],[9.859999656677246]
train,CNC(=N)NCCC[C@H](N)C(=O)O,[12.638134956359863],[12.640000343322754]
train,C#CCCCc1nc2ccccc2c(=O)n1N,[5.3466386795043945],[5.340000152587891]
train,Sc1nnc(NCc2ccco2)s1,[0.03286848962306976],[0.10000000149011612]
train,Clc1ncc(C2=CCC3CCC2N3)cn1,[9.588050842285156],[9.65999984741211]
train,Sc1ncnc2[nH]ncc12,[1.4512859582901],[1.590000033378601]
train,Cc1ccnc2cc(N)ccc12,[7.3564558029174805],[7.269999980926514]
train,CN(C)/C=N/c1[nH]ncc1C#N,[10.724048614501953],[10.329999923706055]
train,Clc1ccccc1OCCCCN1CCCCC1,[9.7657470703125],[9.739999771118164]
train,CCCOc1cc(OC)c(CC(C)N)cc1OC,[9.896050453186035],[9.9399995803833]
train,Nc1ncc(Cc2ccccc2Br)c(N)n1,[7.00780725479126],[7.150000095367432]
train,O=C(O)c1cccnc1SCCc1ccccc1,[1.9798450469970703],[1.9199999570846558]
train,Nc1ccc2cc(-c3ccsc3)ccc2n1,[5.885241985321045],[6.079999923706055]
train,Cc1c(O)nsc1C1CCNCC1,[9.85551643371582],[9.930000305175781]
train,N#CSc1cc(C(=O)O)ccc1N,[0.8187777400016785],[0.9700000286102295]
train,CCOC1CCc2c(C)nc(N)nc2S1,[3.8893473148345947],[4.050000190734863]
train,COc1ccc2c3c(ccc2c1)CCNC3,[9.221456527709961],[9.319999694824219]
train,Cc1cccc(N)c1SC1CCCCC1O,[3.79988694190979],[3.7799999713897705]
train,CN1CCN(c2cccnc2)CC1,[7.630546569824219],[7.619999885559082]
train,N#CCCN(N)C1=Nc2ccccc2C1,[7.358379364013672],[7.579999923706055]
train,N[C@H](C(=O)O)C1CCCCC1,[9.565470695495605],[9.579999923706055]
